,,Cayman Islands,United Kingdom,2020-04-09 23:02:19,19.3133,-81.2546,45,1,6,38,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-09 23:02:19,49.3723,-2.3644,361,8,40,313,"Channel Islands, United Kingdom"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-09 23:02:19,-51.7963,-59.5236,5,0,1,4,"Falkland Islands (Malvinas), United Kingdom"
,,Gibraltar,United Kingdom,2020-04-09 23:02:19,36.1408,-5.3536,123,0,60,63,"Gibraltar, United Kingdom"
,,Isle of Man,United Kingdom,2020-04-09 23:02:19,54.2361,-4.5481,190,1,92,97,"Isle of Man, United Kingdom"
,,Montserrat,United Kingdom,2020-04-09 23:02:19,16.742498,-62.187366000000004,9,0,0,9,"Montserrat, United Kingdom"
,,Turks and Caicos Islands,United Kingdom,2020-04-09 23:02:19,21.69400000000001,-71.7979,8,1,0,7,"Turks and Caicos Islands, United Kingdom"
,,,United Kingdom,2020-04-09 23:02:19,55.3781,-3.4360000000000004,65077,7978,135,56964,United Kingdom
,,Anguilla,United Kingdom,2020-04-10 22:53:48,18.2206,-63.0686,3,0,0,3,"Anguilla, United Kingdom"
,,Bermuda,United Kingdom,2020-04-10 22:53:48,32.3078,-64.7505,48,4,25,19,"Bermuda, United Kingdom"
,,British Virgin Islands,United Kingdom,2020-04-10 22:53:48,18.4207,-64.64,3,0,0,3,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-10 22:53:48,19.3133,-81.2546,45,1,6,38,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-10 22:53:48,49.3723,-2.3644,398,9,40,349,"Channel Islands, United Kingdom"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-10 22:53:48,-51.7963,-59.5236,5,0,1,4,"Falkland Islands (Malvinas), United Kingdom"
,,Gibraltar,United Kingdom,2020-04-10 22:53:48,36.1408,-5.3536,127,0,69,58,"Gibraltar, United Kingdom"
,,Isle of Man,United Kingdom,2020-04-10 22:53:48,54.2361,-4.5481,201,1,103,97,"Isle of Man, United Kingdom"
,,Montserrat,United Kingdom,2020-04-10 22:53:48,16.742498,-62.187366000000004,9,0,0,9,"Montserrat, United Kingdom"
,,Turks and Caicos Islands,United Kingdom,2020-04-10 22:53:48,21.69400000000001,-71.7979,8,1,0,7,"Turks and Caicos Islands, United Kingdom"
,,,United Kingdom,2020-04-10 22:53:48,55.3781,-3.4360000000000004,73758,8958,344,64456,United Kingdom
,,Anguilla,United Kingdom,2020-04-11 22:45:13,18.2206,-63.0686,3,0,0,3,"Anguilla, United Kingdom"
,,Bermuda,United Kingdom,2020-04-11 22:45:13,32.3078,-64.7505,48,4,25,19,"Bermuda, United Kingdom"
,,British Virgin Islands,United Kingdom,2020-04-11 22:45:13,18.4207,-64.64,3,0,2,1,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-11 22:45:13,19.3133,-81.2546,45,1,6,38,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-11 22:45:13,49.3723,-2.3644,407,9,48,350,"Channel Islands, United Kingdom"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-11 22:45:13,-51.7963,-59.5236,5,0,1,4,"Falkland Islands (Malvinas), United Kingdom"
,,Gibraltar,United Kingdom,2020-04-11 22:45:13,36.1408,-5.3536,129,0,84,45,"Gibraltar, United Kingdom"
,,Isle of Man,United Kingdom,2020-04-11 22:45:13,54.2361,-4.5481,226,2,112,112,"Isle of Man, United Kingdom"
,,Montserrat,United Kingdom,2020-04-11 22:45:13,16.742498,-62.187366000000004,9,0,0,9,"Montserrat, United Kingdom"
,,Turks and Caicos Islands,United Kingdom,2020-04-11 22:45:13,21.69400000000001,-71.7979,8,1,0,7,"Turks and Caicos Islands, United Kingdom"
,,,United Kingdom,2020-04-11 22:45:13,55.3781,-3.4360000000000004,78991,9875,344,68772,United Kingdom
,,Anguilla,United Kingdom,2020-04-12 23:17:00,18.2206,-63.0686,3,0,0,3,"Anguilla, United Kingdom"
,,Bermuda,United Kingdom,2020-04-12 23:17:00,32.3078,-64.7505,57,4,29,24,"Bermuda, United Kingdom"
,,British Virgin Islands,United Kingdom,2020-04-12 23:17:00,18.4207,-64.64,3,0,2,1,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-12 23:17:00,19.3133,-81.2546,53,1,6,46,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-12 23:17:00,49.3723,-2.3644,431,9,48,374,"Channel Islands, United Kingdom"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-12 23:17:00,-51.7963,-59.5236,5,0,1,4,"Falkland Islands (Malvinas), United Kingdom"
,,Gibraltar,United Kingdom,2020-04-12 23:17:00,36.1408,-5.3536,129,0,84,45,"Gibraltar, United Kingdom"
,,Isle of Man,United Kingdom,2020-04-12 23:17:00,54.2361,-4.5481,228,2,112,114,"Isle of Man, United Kingdom"
,,Montserrat,United Kingdom,2020-04-12 23:17:00,16.742498,-62.187366,9,0,0,9,"Montserrat, United Kingdom"
,,Turks and Caicos Islands,United Kingdom,2020-04-12 23:17:00,21.694,-71.7979,9,1,0,8,"Turks and Caicos Islands, United Kingdom"
,,,United Kingdom,2020-04-12 23:17:00,55.3781,-3.436,84279,10612,344,73323,United Kingdom
,,Anguilla,United Kingdom,2020-04-13 23:07:34,18.2206,-63.0686,3,0,1,2,"Anguilla, United Kingdom"
,,Bermuda,United Kingdom,2020-04-13 23:07:34,32.3078,-64.7505,57,5,30,22,"Bermuda, United Kingdom"
,,British Virgin Islands,United Kingdom,2020-04-13 23:07:34,18.4207,-64.64,3,0,2,1,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-13 23:07:34,19.3133,-81.2546,53,1,6,46,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-13 23:07:34,49.3723,-2.3644,436,9,48,379,"Channel Islands, United Kingdom"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-13 23:07:34,-51.7963,-59.5236,5,0,1,4,"Falkland Islands (Malvinas), United Kingdom"
,,Gibraltar,United Kingdom,2020-04-13 23:07:34,36.1408,-5.3536,129,0,84,45,"Gibraltar, United Kingdom"
,,Isle of Man,United Kingdom,2020-04-13 23:07:34,54.2361,-4.5481,242,2,131,109,"Isle of Man, United Kingdom"
,,Montserrat,United Kingdom,2020-04-13 23:07:34,16.742498,-62.187366000000004,11,0,1,10,"Montserrat, United Kingdom"
,,Turks and Caicos Islands,United Kingdom,2020-04-13 23:07:34,21.69400000000001,-71.7979,10,1,0,9,"Turks and Caicos Islands, United Kingdom"
,,,United Kingdom,2020-04-13 23:07:34,55.3781,-3.4360000000000004,88621,11329,0,77292,United Kingdom
,,Anguilla,United Kingdom,2020-04-14 23:33:12,18.2206,-63.0686,3,0,1,2,"Anguilla, United Kingdom"
,,Bermuda,United Kingdom,2020-04-14 23:33:12,32.3078,-64.7505,57,5,30,22,"Bermuda, United Kingdom"
,,British Virgin Islands,United Kingdom,2020-04-14 23:33:12,18.4207,-64.64,3,0,2,1,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-14 23:33:12,19.3133,-81.2546,54,1,6,47,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-14 23:33:12,49.3723,-2.3644,440,13,48,379,"Channel Islands, United Kingdom"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-14 23:33:12,-51.7963,-59.5236,11,0,1,10,"Falkland Islands (Malvinas), United Kingdom"
,,Gibraltar,United Kingdom,2020-04-14 23:33:12,36.1408,-5.3536,129,0,93,36,"Gibraltar, United Kingdom"
,,Isle of Man,United Kingdom,2020-04-14 23:33:12,54.2361,-4.5481,254,2,141,111,"Isle of Man, United Kingdom"
,,Montserrat,United Kingdom,2020-04-14 23:33:12,16.742498,-62.187366000000004,11,0,1,10,"Montserrat, United Kingdom"
,,Turks and Caicos Islands,United Kingdom,2020-04-14 23:33:12,21.69400000000001,-71.7979,10,1,0,9,"Turks and Caicos Islands, United Kingdom"
,,,United Kingdom,2020-04-14 23:33:12,55.3781,-3.4360000000000004,93873,12107,0,81766,United Kingdom
,,Anguilla,United Kingdom,2020-04-15 22:56:32,18.2206,-63.0686,3,0,1,2,"Anguilla, United Kingdom"
,,Bermuda,United Kingdom,2020-04-15 22:56:32,32.3078,-64.7505,81,5,33,43,"Bermuda, United Kingdom"
,,British Virgin Islands,United Kingdom,2020-04-15 22:56:32,18.4207,-64.64,3,0,2,1,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-04-15 22:56:32,19.3133,-81.2546,54,1,6,47,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-04-15 22:56:32,49.3723,-2.3644,447,15,69,363,"Channel Islands, United Kingdom"
,,Falkland Islands (Malvinas),United Kingdom,2020-04-15 22:56:32,-51.7963,-59.5236,11,0,1,10,"Falkland Islands (Malvinas), United Kingdom"
,,Gibraltar,United Kingdom,2020-04-15 22:56:32,36.1408,-5.3536,131,0,104,27,"Gibraltar, United Kingdom"
,,Isle of Man,United Kingdom,2020-04-15 22:56:32,54.2361,-4.5481,256,4,151,101,"Isle of Man, United Kingdom"
,,Montserrat,United Kingdom,2020-04-15 22:56:32,16.742498,-62.187366000000004,11,0,1,10,"Montserrat, United Kingdom"
,,Turks and Caicos Islands,United Kingdom,2020-04-15 22:56:32,21.69400000000001,-71.7979,10,1,0,9,"Turks and Caicos Islands, United Kingdom"
,,,United Kingdom,2020-04-15 22:56:32,55.3781,-3.4360000000000004,98476,12868,0,85608,United Kingdom
